date;product;product_id;brand;price;categories;unit_price;units;discount
2022-11-21;NESTLE papilla multicereales con plátano 0% azúcares añadidos caja 270 gr;275206;NESTLE;2.79;['Bebé', 'Papillas'];10.33;€/Kg.;
2022-11-21;SCHWEPPES limón lata 33 cl;22093;SCHWEPPES;0.89;['Bebidas', 'Refrescos'];2.7;€/l.;
2022-11-21;DIA VEGECAMPO ensalada china frasco 180 gr;53199;DIA VEGECAMPO;1.09;['Despensa', 'Conservas', 'Conservas vegetales'];6.06;€/Kg.;
2022-11-21;DIA GALLETECA galleta María integral paquete 800 gr;269627;DIA GALLETECA;1.69;['Despensa', 'Desayunos y dulces', 'Galletas'];2.11;€/Kg.;
2022-11-21;SEÑORIO DE AYERBE vino chardonnay Do Castilla botella 75 cl;207808;SEÑORIO DE AYERBE;2.25;['Bodega', 'Vino', 'Blanco'];3.0;€/l.;
2022-11-21;DIA AL PUNTO croquetas de jamón bandeja 162 gr;273802;DIA AL PUNTO;2.15;['Platos preparados', 'Croquetas y aperitivos'];13.27;€/Kg.;
2022-11-21;SANEX gel de ducha biome protect dermo kids bote 450 ml;271016;SANEX;3.79;['Cuidado personal', 'Baño e higiene personal', 'Geles de duchas y esponjas'];8.42;€/l.;
2022-11-21;DIA TEMPTATION helado de limón barqueta 540 gr;40564;DIA TEMPTATION;1.99;['Congelados', 'Helados'];3.69;€/Kg.;
2022-11-21;ROURA vela citronela vaso 1 ud;283502;ROURA;2.49;['Cuidado del hogar', 'Insecticidas'];2.49;€/ud.;
2022-11-21;DIA LACTEA yogur natural desnatado 0% pack 6 unidades 125 gr;128591;DIA LACTEA;1.19;['Despensa', 'Lácteos y huevos', 'Yogures'];1.59;€/Kg.;
2022-11-21;PANTENE Pro-v champú anticaspa bote 250 ml;247786;PANTENE;3.19;['Cuidado personal', 'Baño e higiene personal', 'Champús'];12.76;€/l.;
2022-11-21;PASTORET yogur cremoso artesano de frambuesas tarrina 125 gr;246363;PASTORET;0.89;['Despensa', 'Lácteos y huevos', 'Yogures'];7.12;€/Kg.;
2022-11-21;ZIPERFIX bolsas herméticas pequeñas caja 15 uds;280146;ZIPERFIX;1.42;['Cuidado del hogar', 'Conservación de alimentos'];0.09;€/ud.;
2022-11-21;DIA AL PUNTO pizza carbonara envase 400 gr;119533;DIA AL PUNTO;2.75;['Platos preparados', 'Pizzas refrigeradas'];6.88;€/Kg.;
2022-11-21;PEÑASCAL vino rosado de aguja botella 75 cl;54991;PEÑASCAL;3.25;['Bodega', 'Espumosos'];4.33;€/l.;
2022-11-21;BONTE champú anticaspa menthol cabello normal bote 500 ml;217209;BONTE;2.09;['Cuidado personal', 'Baño e higiene personal', 'Champús'];4.18;€/l.;
2022-11-21;NESTEA refresco de té al limón botella 1.5 lt;68066;NESTEA;1.79;['Bebidas', 'Refrescos'];1.19;€/l.;
2022-11-21;GALLO tallarines paquete 450 gr;80013;GALLO;1.45;['Despensa', 'Pastas. harinas y masas', 'Pastas'];3.22;€/Kg.;
2022-11-21;DONUTS bombón estuche 4 uds 200 gr;903;DONUTS;2.99;['Despensa', 'Desayunos y dulces', 'Bollería'];14.95;€/Kg.;
2022-11-21;DIA EL DIABLO bebida energética zero lata 25 cl;86976;DIA EL DIABLO;0.55;['Bebidas', 'Bebidas isotónicas y energéticas'];2.2;€/l.;
2022-11-21;DIA EL CENCERRO queso semicurado en lonchas envase 200 gr;263228;DIA EL CENCERRO;2.49;['Frescos', 'Charcutería y quesos', 'Quesos'];12.45;€/Kg.;
2022-11-21;DIA SUPER PACO gel lavavajillas máquina todo en 1 bote 720 ml;273995;DIA SUPER PACO;4.09;['Cuidado del hogar', 'Lavavajillas'];5.68;€/l.;
2022-11-21;NATURAL HONEY gel de ducha coco formato viaje bote 75 ml;228601;NATURAL HONEY;1.05;['Cuidado personal', 'Baño e higiene personal', 'Geles de duchas y esponjas'];14.0;€/l.;
2022-11-21;VITAKRAFT snack para perros con buey bolsa 12 gr;260283;VITAKRAFT;0.65;['Mascotas', 'Perros'];54.17;€/Kg.;
2022-11-21;KNORR crema de calabaza envase 500 ml;261930;KNORR;2.39;['Despensa', 'Sopas', 'Cremas y purés'];4.78;€/l.;50%
2022-11-21;BONTE tinte Castaño Claro Nº 5 caja 1 ud;179943;BONTE;3.49;['Cuidado personal', 'Baño e higiene personal', 'Cuidado del cabello'];3.49;€/ud.;
2022-11-21;DON SIMON néctar de naranja premium botella 1 lt;289861;DON SIMON;1.69;['Bebidas', 'Zumos'];1.69;€/l.;
2022-11-21;NESTLE chocolate con leche relleno de maxibon tableta 235 gr;289554;NESTLE;2.69;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];11.45;€/Kg.;
2022-11-21;DIA VEGECAMPO tomate frito receta tradicional frasco 550 gr;280064;DIA VEGECAMPO;2.35;['Despensa', 'Salsas', 'Tomate'];4.27;€/Kg.;
2022-11-21;DIA DULCE NOEL bombones surtidos unidad (15 gr aprox.);265617;DIA DULCE NOEL;0.22;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];14.99;€/Kg.;
2022-11-21;FLISS bolsas zip de congelación pequeña caja 20 uds;289638;FLISS;1.49;['Cuidado del hogar', 'Conservación de alimentos'];0.07;€/ud.;
2022-11-21;DIA SUPER PACO detergente máquina líquido ropa oscura botella 30 lv;274014;DIA SUPER PACO;4.89;['Cuidado del hogar', 'Cuidado de la ropa'];0.16;€/Lavado;
2022-11-21;NESCAFE Gold café cappuccino bote 250 gr;76446;NESCAFE;3.99;['Despensa', 'Desayunos y dulces', 'Café'];15.96;€/Kg.;
2022-11-21;DIA lejía con detergente botella 2 lt;1662;DIA;1.17;['Cuidado del hogar', 'Productos de limpieza', 'Hogar'];0.59;€/l.;
2022-11-21;LEGADO jamón de cebo Ibérico 50% raza ibérica pieza (peso aprox. 7.5 Kg);191006;LEGADO;119.0;['Frescos', 'Charcutería y quesos', 'Curados'];15.87;€/Kg.;
2022-11-21;DIA CAPRICHOSO mousse de chocolate pack 4 unidades 240 gr;46923;DIA CAPRICHOSO;1.05;['Despensa', 'Lácteos y huevos', 'Postres'];4.38;€/Kg.;
2022-11-21;BONTE povidona iodada 10% botella 125 ml;83737;BONTE;1.75;['Cuidado personal', 'Botiquín'];14.0;€/l.;
2022-11-21;LINDT Lindor bombón blanco unidad (peso aprox 15 gr);148430;LINDT;0.51;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];33.99;€/Kg.;
2022-11-21;Aguacate unidad (440 gr aprox.);42069;;1.89;['Frescos', 'Frutas', 'Frutas tropicales'];4.29;€/Kg.;
2022-11-21;DCOOP aceite de oliva virgen extra botella 3 lt;283358;DCOOP;19.0;['Despensa', 'Aceites. vinagres y aliños', 'Aceites'];6.33;€/l.;
2022-11-21;PANTENE Pro-v champú suave y liso bote 250 ml;246619;PANTENE;3.19;['Cuidado personal', 'Baño e higiene personal', 'Champús'];12.76;€/l.;
2022-11-21;ANDRÉS picos pan rustic bolsa 140 gr;224515;ANDRÉS;1.59;['Despensa', 'Pan', 'Picos de pan'];11.36;€/Kg.;
2022-11-21;TRIDENT Oral b chicle grageas sabor menta paquete 10 uds;262221;TRIDENT;1.49;['Despensa', 'Desayunos y dulces', 'Caramelos. chicles y golosinas'];87.65;€/Kg.;
2022-11-21;Pera conferencia cesta 1 Kg;64505;;1.79;['Frescos', 'Frutas', 'Peras'];1.79;€/Kg.;
2022-11-21;URSU9 agua mineral natural alcalina ph9 botella 1.5 lt;263473;;0.69;['Bebidas', 'Aguas'];0.46;€/l.;
2022-11-21;VEGEDIA bebida de soja light con calcio envase 1 lt;129956;VEGEDIA;0.95;['Despensa', 'Lácteos y huevos', 'Bebidas vegetales'];0.95;€/l.;
2022-11-21;DIA TEMPTATION chocolate negro 74% tableta 100 gr;235070;DIA TEMPTATION;1.05;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];10.5;€/Kg.;
2022-11-21;PUERTA DE ALCALA vino blanco DO Madrid botella 75 cl;275400;PUERTA DE ALCALA;2.99;['Bodega', 'Vino', 'Blanco'];3.99;€/l.;
2022-11-21;DIA ZUMOSFERA zumo piña. manzana y uva envase 1 lt;146291;DIA ZUMOSFERA;0.99;['Bebidas', 'Zumos'];0.99;€/l.;
2022-11-21;NESTLE chocolate blanco postres tableta 180 gr;148474;NESTLE;2.39;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];13.28;€/Kg.;
2022-11-21;VICHY CATALAN agua mineral con gas botella 1 lt;683;VICHY CATALAN;1.35;['Bebidas', 'Aguas'];1.35;€/l.;
2022-11-21;Sopa juliana deshidratada bandeja 100 gr;50310;;2.45;['Frescos', 'Verduras y hortalizas', 'Verduras y ensaladas preparadas'];24.5;€/Kg.;
2022-11-21;BONKA café molido mezcla paquete 250 gr;119915;BONKA;2.89;['Despensa', 'Desayunos y dulces', 'Café'];11.56;€/Kg.;50%
2022-11-21;PASCUAL leche desnatada calcio envase 1 lt;104006;PASCUAL;1.79;['Despensa', 'Lácteos y huevos', 'Leche'];1.79;€/l.;
2022-11-21;CAMPOFRÍO Finissimas pechuga de pavo sobre 115 gr;74043;CAMPOFRÍO;2.05;['Frescos', 'Charcutería y quesos', 'Cocidos'];17.83;€/Kg.;
2022-11-21;DIA HOLA COLA refresco de cola sin cafeína botella 2 lt;10789;DIA HOLA COLA;0.85;['Bebidas', 'Refrescos'];0.43;€/l.;
2022-11-21;Barra de pan integral 100% 220 gr;57134;;0.65;['Despensa', 'Pan', 'Pan de horno'];2.95;€/Kg.;
2022-11-21;DIA cerezas en almíbar frasco 160 gr;223959;DIA;1.55;['Despensa', 'Desayunos y dulces', 'Mermeladas. miel y frutas en almíbar'];17.22;€/Kg.;
2022-11-21;FONT VELLA agua mineral natural botella 2 lt;66364;FONT VELLA;0.89;['Bebidas', 'Aguas'];0.45;€/l.;
2022-11-21;ULTIMA Nature alimento para gatos esterilizados con salmón bolsa 1.25 kg;261679;ULTIMA;11.59;['Mascotas', 'Gatos'];9.27;€/Kg.;
2022-11-21;HELLMANN'S mayonesa bote 430 ml;178786;HELLMANN;3.29;['Despensa', 'Salsas', 'Mayonesa y otras salsas'];7.65;€/l.;
2022-11-21;CABO DE PEÑAS sardinillas en aceite de oliva lata 62 gr;282694;CABO DE PEÑAS;1.45;['Despensa', 'Conservas', 'Conservas de pescado'];23.39;€/Kg.;
2022-11-21;DIA CAFETERÍA café molido mezcla natural paquete 2 x 250 gr;120826;DIA CAFETERÍA;3.49;['Despensa', 'Desayunos y dulces', 'Café'];6.98;€/Kg.;
2022-11-21;DIA MARI MARINERA sardinas en aceite de girasol lata 85 gr;6082;DIA MARI MARINERA;0.85;['Despensa', 'Conservas', 'Conservas de pescado'];10.0;€/Kg.;
2022-11-21;SELECCIÓN DE DIA pollo troceado sin pechuga formato familiar bandeja (peso aprox. 1.2 Kg);261388;SELECCIÓN DE DIA;5.15;['Frescos', 'Carne', 'Pollo'];4.29;€/Kg.;
2022-11-21;AMSTEL cerveza pack 6 botellas 25 cl;185;AMSTEL;2.99;['Bebidas', 'Cervezas', 'Nacionales'];1.99;€/l.;
2022-11-21;DIA NUESTRA ALACENA salchichón ibérico en lonchas pack 2 x 60 gr;274186;DIA NUESTRA ALACENA;1.99;['Frescos', 'Charcutería y quesos', 'Curados'];16.58;€/Kg.;
2022-11-21;SENSODYNE pasta dentífrica repair & protect tubo 75 ml;154982;SENSODYNE;4.89;['Cuidado personal', 'Cuidado bucal'];65.2;€/l.;
2022-11-21;LA MASIA aceite de orujo de oliva botella 1 lt;189121;LA MASIA;4.39;['Despensa', 'Aceites. vinagres y aliños', 'Aceites'];4.39;€/l.;
2022-11-21;DIA LACTEA nata para montar pack 3 unidades 200 ml;145041;DIA LACTEA;2.25;['Despensa', 'Lácteos y huevos', 'Nata'];3.75;€/l.;
2022-11-21;BISCUITS GALICIA galletas rellenas con chocolate caja 185 gr;288218;BISCUITS GALICIA;1.89;['Despensa', 'Desayunos y dulces', 'Galletas'];10.22;€/Kg.;
2022-11-21;AS bocaditos en gelatina para gatos adultos 12 x 100 gr;229979;AS;3.69;['Mascotas', 'Gatos'];3.08;€/Kg.;
2022-11-21;DIA ZUMOSFERA bebida de frutas con leche mediterráneo pack 6 unidades 200 ml;146653;DIA ZUMOSFERA;1.15;['Bebidas', 'Zumos'];0.96;€/l.;
2022-11-21;GULLON zero galleta sandwich con chocolate paquete 250 gr;150608;GULLON;1.95;['Despensa', 'Desayunos y dulces', 'Galletas'];7.8;€/Kg.;
2022-11-21;ARTIACH Dinosaurus galletas de cereales a cucharadas caja 320 gr;283823;ARTIACH;2.85;['Despensa', 'Desayunos y dulces', 'Galletas'];8.91;€/Kg.;
2022-11-21;LA MOLISANA maccheroni integral nº37 paquete 500 gr;280325;LA MOLISANA;1.99;['Despensa', 'Pastas. harinas y masas', 'Pastas'];3.98;€/Kg.;
2022-11-21;SCOTCH BRITE estropajo extreme fibra morada paquete 2 uds;218131;SCOTCH BRITE;3.05;['Cuidado del hogar', 'Utensilios de limpieza'];3.05;€/ud.;
2022-11-21;GALLO fideo Nº 4 paquete 450 gr;139628;GALLO;1.45;['Despensa', 'Pastas. harinas y masas', 'Pastas'];3.22;€/Kg.;
2022-11-21;EL MOLINO DE DIA bizcocho de limón envase 350 gr;179095;EL MOLINO DE DIA;2.25;['Despensa', 'Desayunos y dulces', 'Bollería'];6.43;€/Kg.;
2022-11-21;SELECCIÓN DE DIA filetes de cinta de lomo de cerdo bandeja 400 gr;210871;SELECCIÓN DE DIA;2.89;['Frescos', 'Carne', 'Cerdo'];7.23;€/Kg.;
2022-11-21;CARBONELL aceite de oliva suave botella 1 lt;100;CARBONELL;5.99;['Despensa', 'Aceites. vinagres y aliños', 'Aceites'];5.99;€/l.;
2022-11-21;BICENTURY barritas de chocolate negro y cereales SIN GLUTEN caja 6 uds;232052;BICENTURY;2.75;['Despensa', 'Dietéticos', 'Pérdida de peso'];26.96;€/Kg.;
2022-11-21;DIA VEGECAMPO banderillas dulces frasco 140 gr;72623;DIA VEGECAMPO;1.3;['Despensa', 'Aperitivos'];9.29;€/Kg.;
2022-11-21;DIA ambientador automático zen spray 250 ml;208693;DIA;2.15;['Cuidado del hogar', 'Ambientadores'];8.6;€/l.;
2022-11-21;CARMENCITA sal marina mediterránea con molinillo frasco 115 gr;287249;CARMENCITA;3.15;['Despensa', 'Sal y especias'];27.39;€/Kg.;
2022-11-21;ESTRELLA DAMM cerveza lata 33 cl;678;ESTRELLA DAMM;0.79;['Bebidas', 'Cervezas', 'Nacionales'];2.39;€/l.;
2022-11-21;TOSCAF café intenso selección paquete 250 gr;225574;TOSCAF;2.49;['Despensa', 'Desayunos y dulces', 'Café'];9.96;€/Kg.;
2022-11-21;DANI ajo molida frasco 55 gr;107989;DANI;1.75;['Despensa', 'Sal y especias'];31.82;€/Kg.;
2022-11-21;LA PIEL crema liquida color negro bote 50 ml;283345;LA PIEL;1.09;['Cuidado del hogar', 'Calzado'];21.8;€/l.;
2022-11-21;DIA AL PUNTO macarrones con chorizo bandeja 250 gr;266360;DIA AL PUNTO;2.29;['Platos preparados', 'Pastas y arroces'];9.16;€/Kg.;
2022-11-21;DIA VEGECAMPO pimienta blanca molida frasco 50 gr;56667;DIA VEGECAMPO;1.05;['Despensa', 'Sal y especias'];21.0;€/Kg.;
2022-11-21;MARCILLA café gran aroma natural estuche 28 cápsulas;168490;MARCILLA;4.39;['Despensa', 'Desayunos y dulces', 'Café'];0.16;€/ud.;
2022-11-21;PALMOLIVE gel aroma relax absoluto bote 400 ml;128120;PALMOLIVE;3.19;['Cuidado personal', 'Baño e higiene personal', 'Geles de duchas y esponjas'];7.98;€/l.;
2022-11-21;SERPIS aceitunas rellenas de anchoa 35% menos sal pack 3 latas 120 gr;168402;SERPIS;2.99;['Despensa', 'Aperitivos'];14.95;€/Kg.;
2022-11-21;JR BROWNIE brownies con pepitas de chocolate bolsa 200 gr;287189;JR BROWNIE;1.95;['Despensa', 'Desayunos y dulces', 'Bollería'];9.75;€/Kg.;
2022-11-21;BONTE compresa clásica super sin alas plegada bolsa 16 uds;228909;BONTE;1.39;['Cuidado personal', 'Cuidado íntimo'];0.09;€/ud.;
2022-11-21;SANEX desodorante dermo sensitive roll on 50 ml;113510;SANEX;2.25;['Cuidado personal', 'Baño e higiene personal', 'Desodorantes'];45.0;€/l.;
2022-11-21;DIA SELECCIÓN MUNDIAL salmón ahumado noruego sobre 200 gr;44404;DIA SELECCIÓN MUNDIAL;6.49;['Frescos', 'Pescado y marisco', 'Ahumados y salazones'];32.45;€/Kg.;
2022-11-21;PESCANOVA corazones de merluza caja 500 gr;69088;PESCANOVA;6.29;['Congelados', 'Pescado y marisco'];12.58;€/Kg.;
2022-11-21;Yang-Tse salsa agridulce frasco 200 gr;211072;;1.79;['Despensa', 'Salsas', 'Mayonesa y otras salsas'];8.95;€/Kg.;
2022-11-21;AMSTEL cerveza 0.0% alcohol lata 33 cl;132505;AMSTEL;0.69;['Bebidas', 'Cervezas', 'Sin alcohol'];2.09;€/l.;
2022-11-21;SELECCIÓN DE DIA hamburguesa de vacuno ecológica bandeja 240 gr;272306;SELECCIÓN DE DIA;3.29;['Frescos', 'Carne', 'Vacuno'];13.71;€/Kg.;
2022-11-21;SOLAN DE CABRAS agua mineral natural botella 5 lt;63295;SOLAN DE CABRAS;2.49;['Bebidas', 'Aguas'];0.5;€/l.;
2022-11-21;DIA IMAQE Naturals gel de ducha rosa y jazmín dosificador 750 ml;273846;DIA IMAQE;1.49;['Cuidado personal', 'Baño e higiene personal', 'Geles de duchas y esponjas'];1.99;€/l.;
2022-11-21;DIA ALMAZARA DEL OLIVAR aceite de oliva virgen extra garrafa 3 lt;266129;DIA ALMAZARA DEL OLIVAR;16.2;['Despensa', 'Aceites. vinagres y aliños', 'Aceites'];5.4;€/l.;
2022-11-21;GLISS champú seco cabellos grasos spray 200 ml;163528;GLISS;4.69;['Cuidado personal', 'Baño e higiene personal', 'Champús'];23.45;€/l.;
2022-11-21;DIA galletas mini cookies caja 160 gr;220178;DIA;1.35;['Despensa', 'Desayunos y dulces', 'Galletas'];8.44;€/Kg.;
2022-11-21;GERBER guisantes y patata con pollo tarrito 190 gr;286896;GERBER;2.19;['Bebé', 'Potitos y tarritos'];11.53;€/Kg.;
2022-11-21;BICENTURY tortita de maiz queso & albahaca paquete 123 gr;179407;BICENTURY;2.05;['Despensa', 'Dietéticos', 'Pérdida de peso'];16.67;€/Kg.;
2022-11-21;DIA AL PUNTO pizza crispy bacon envase 450 gr;266016;DIA AL PUNTO;3.55;['Congelados', 'Pizzas. bases y masas'];7.89;€/Kg.;
2022-11-21;BONTE toallitas higiene corporal grandes para adultos envase 60 uds;181560;BONTE;4.05;['Cuidado personal', 'Cuidado íntimo'];0.07;€/ud.;
2022-11-21;ALIÑA TU DIA vinagre de vino blanco botella 1 lt;422;ALIÑA TU DIA;0.65;['Despensa', 'Aceites. vinagres y aliños', 'Vinagres y aliños'];0.65;€/l.;
2022-11-21;Granada unidad (500 gr aprox.);83;;1.15;['Frescos', 'Frutas', 'Frutas de temporada'];2.29;€/Kg.;
2022-11-21;FRIT RAVICH  mix frutos secos bolsa 360 gr;148426;FRIT RAVICH;2.89;['Despensa', 'Aperitivos'];8.03;€/Kg.;
2022-11-21;DELICIAS DE DIA vinagre de Jerez reserva DOP botella 250 ml;273811;DELICIAS DE DIA;1.65;['Despensa', 'Aceites. vinagres y aliños', 'Vinagres y aliños'];6.6;€/l.;
2022-11-21;ROYAL prepardo para natillas caseras caja 100 gr;52725;ROYAL;1.35;['Despensa', 'Desayunos y dulces', 'Preparación de postres'];13.5;€/Kg.;
2022-11-21;MAHOU 5 ESTRELLAS cerveza SIN GLUTEN lata 33 cl;227622;MAHOU;0.89;['Bebidas', 'Cervezas', 'Especiales'];2.7;€/l.;
2022-11-21;HARIBO golosinas ositos recubiertos de azúcar bolsa 250 gr;266484;HARIBO;2.09;['Despensa', 'Desayunos y dulces', 'Caramelos. chicles y golosinas'];8.36;€/Kg.;
2022-11-21;DIA preparado de paella con caldo envase 500 gr;59239;DIA;3.69;['Congelados', 'Pescado y marisco'];7.38;€/Kg.;
2022-11-21;DIA TEMPTATION helado bloque sabor turrón caja 525 gr;246232;DIA TEMPTATION;2.19;['Congelados', 'Helados'];4.17;€/Kg.;
2022-11-21;HEINEKEN cerveza 0.0% alcohol pack 12 latas 33 cl;277445;HEINEKEN;8.99;['Bebidas', 'Cervezas', 'Sin alcohol'];2.27;€/l.;
2022-11-21;FINI golosinas selection mix bolsa 150 gr;189203;FINI;1.69;['Despensa', 'Desayunos y dulces', 'Caramelos. chicles y golosinas'];11.27;€/Kg.;
2022-11-21;DIA TEMPTATION trufas de chocolate belga caja 250 gr;135383;DIA TEMPTATION;1.69;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];6.76;€/Kg.;
2022-11-21;Arándanos tarrina 250 gr;252123;;3.25;['Frescos', 'Frutas', 'Frutos del bosque'];13.0;€/Kg.;
2022-11-21;IL VECCHIO panettone lata 750 gr;275863;IL VECCHIO;8.99;['Dulces de navidad', 'Panettones'];11.99;€/Kg.;
2022-11-21;EVAX Cottonlike compresa super plus con alas bolsa 10 uds;117129;EVAX;3.19;['Cuidado personal', 'Cuidado íntimo'];0.27;€/ud.;
2022-11-21;Tomate cherry kumato bandeja 300 gr;161629;;1.69;['Frescos', 'Verduras y hortalizas', 'Tomates. pimientos y pepinos'];5.63;€/Kg.;
2022-11-21;LINDT Excellence chocolate negro con naranja tableta 100 gr;54434;LINDT;2.79;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];27.9;€/Kg.;
2022-11-21;TASSIMO café L'OR lungo estuche 16 cápsulas;227913;TASSIMO;6.05;['Despensa', 'Desayunos y dulces', 'Café'];0.38;€/ud.;
2022-11-21;DIA NATURMUNDO mix anacardos y arándanos tarrina 200 gr;275653;DIA NATURMUNDO;2.97;['Despensa', 'Aperitivos'];14.85;€/Kg.;
2022-11-21;NAVIDUL caña de lomo en lonchas sobre 40 gr;134228;NAVIDUL;1.0;['Frescos', 'Charcutería y quesos', 'Curados'];25.0;€/Kg.;
2022-11-21;DIA AL PUNTO ensalada de pasta tarrina 160 gr;284383;DIA AL PUNTO;1.85;['Platos preparados', 'Ensaladas'];11.56;€/Kg.;
2022-11-21;BINACA pasta dentífrica antiplaca tubo 75 ml;17451;BINACA;2.35;['Cuidado personal', 'Cuidado bucal'];31.33;€/l.;
2022-11-21;PHILADELPHIA queso para untar light tarrina 250 gr;46047;PHILADELPHIA;2.79;['Frescos', 'Charcutería y quesos', 'Quesos'];11.16;€/Kg.;
2022-11-21;BONTE protege slips maxi caja 52 uds;228910;BONTE;2.49;['Cuidado personal', 'Cuidado íntimo'];2.49;€/ud.;
2022-11-21;HS champú anticaspa citrus fresh bote 230 ml;271603;HS;2.99;['Cuidado personal', 'Baño e higiene personal', 'Champús'];13.0;€/l.;
2022-11-21;DIA VITAL mermelada extra melocotón diet frasco 330 gr;143249;DIA VITAL;1.65;['Despensa', 'Desayunos y dulces', 'Mermeladas. miel y frutas en almíbar'];5.0;€/Kg.;
2022-11-21;BONTE maquinillas desechables 3 hojas mujer bolsa 4 uds;230043;BONTE;2.19;['Cuidado personal', 'Depilación'];0.55;€/ud.;
2022-11-21;EL REY DE LA VERA pimentón picante lata 75 gr;84035;EL REY DE LA VERA;1.45;['Despensa', 'Sal y especias'];19.33;€/Kg.;
2022-11-21;AS paté para perros con buey e hígado tarrina 300 gr;70381;AS;0.95;['Mascotas', 'Perros'];3.17;€/Kg.;
2022-11-21;L'OREAL Men expert crema facial hydra 5 acciones dosificador 50 ml;74948;L;8.99;['Cuidado personal', 'Cuidado corporal', 'Crema facial'];179.8;€/l.;
2022-11-21;DIA NUESTRA ALACENA chorizo de León picante pieza 320 gr;273979;DIA NUESTRA ALACENA;3.95;['Frescos', 'Charcutería y quesos', 'Curados'];12.34;€/Kg.;
2022-11-21;DIA SELECCIÓN MUNDIAL salchichas Bockwurst frasco 250 gr;274069;DIA SELECCIÓN MUNDIAL;2.49;['Frescos', 'Charcutería y quesos', 'Cocidos'];9.96;€/Kg.;
2022-11-21;LA ESPAÑOLA aceite de aguacate botella 250 ml;280368;LA ESPAÑOLA;5.99;['Despensa', 'Aceites. vinagres y aliños', 'Aceites'];23.96;€/l.;
2022-11-21;DANONE ACTIVIA bífidus natural pack 8 unidades 120 gr;117865;DANONE ACTIVIA;3.69;['Despensa', 'Lácteos y huevos', 'Yogures'];3.84;€/Kg.;
2022-11-21;DIA TEMPTATION chocolate con leche y almendras tableta 150 gr;82868;DIA TEMPTATION;1.15;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];7.67;€/Kg.;
2022-11-21;RED BULL bebida energética maxi lata 35.5 cl;87367;RED BULL;1.84;['Bebidas', 'Bebidas isotónicas y energéticas'];5.18;€/l.;
2022-11-21;KAS naranja botella 2 lt;27153;KAS;1.59;['Bebidas', 'Refrescos'];0.8;€/l.;
2022-11-21;BINACA pasta dentífrica aliento fresco tubo 100 ml;147861;BINACA;1.95;['Cuidado personal', 'Cuidado bucal'];19.5;€/l.;
2022-11-21;DIA MARI MARINERA sardinillas en aceite de girasol pack de 2 latas de 62 gr;129042;DIA MARI MARINERA;1.65;['Despensa', 'Conservas', 'Conservas de pescado'];13.31;€/Kg.;
2022-11-21;ROYAL preparado para tarta de chocolate con milka estuche 350 gr;150816;ROYAL;3.99;['Despensa', 'Desayunos y dulces', 'Preparación de postres'];11.4;€/Kg.;
2022-11-21;AQUARIUS bebida refrescante de naranja botella 1.5 lt;117445;AQUARIUS;1.85;['Bebidas', 'Bebidas isotónicas y energéticas'];1.23;€/l.;
2022-11-21;SAN MIGUEL cerveza lata 50 cl;43818;SAN MIGUEL;1.0;['Bebidas', 'Cervezas', 'Nacionales'];2.0;€/l.;
2022-11-21;DIA té verde al limón estuche 25 bolsitas;177412;DIA;1.6;['Despensa', 'Desayunos y dulces', 'Infusiones'];0.06;€/ud.;
2022-11-21;AUSONIA compresas noche con alas más larga bolsa 9 uds;131303;AUSONIA;2.39;['Cuidado personal', 'Cuidado íntimo'];0.27;€/ud.;
2022-11-21;FRUCTIS champú hidra rizos bote 300 ml;134273;FRUCTIS;3.49;['Cuidado personal', 'Baño e higiene personal', 'Champús'];11.63;€/l.;
2022-11-21;COLGATE pasta dentífrica herbal tubo 75 ml;40300;COLGATE;2.09;['Cuidado personal', 'Cuidado bucal'];27.87;€/l.;
2022-11-21;DIA crema corporal hidratante todo tipo de piel bote 500 ml;70270;DIA;2.09;['Cuidado personal', 'Cuidado corporal', 'Hidratación corporal'];4.18;€/l.;
2022-11-21;MEXIFOODS tortillas de trigo para burrito bolsa 6 uds 370 gr;280362;MEXIFOODS;2.35;['Despensa', 'Cocina internacional', 'Mejicana'];6.35;€/Kg.;
2022-11-21;OREO tarta de queso con galletas oreo caja 350 gr;213216;OREO;6.95;['Congelados', 'Helados'];19.86;€/Kg.;
2022-11-21;DIA mini barrita chocolate cacahuete bolsa 250 gr;59046;DIA;1.79;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];7.16;€/Kg.;
2022-11-21;SANEX gel de ducha dermo equilibrante bote 600 ml;251085;SANEX;3.69;['Cuidado personal', 'Baño e higiene personal', 'Geles de duchas y esponjas'];6.15;€/l.;
2022-11-21;ORLANDO tomate frito envase 350 gr;114545;ORLANDO;0.99;['Despensa', 'Salsas', 'Tomate'];2.83;€/Kg.;
2022-11-21;DIA MIELOVE polen de flores frasco 200 gr;222957;DIA MIELOVE;5.59;['Despensa', 'Desayunos y dulces', 'Mermeladas. miel y frutas en almíbar'];27.95;€/Kg.;
