product_id;price;product;brand;unit_price;units;categories;discount;date
244789;3.99;SELECCIÓN DE DIA hamburguesas de cerdo y vacuno bandeja 6 uds 540 gr;SELECCIÓN DE DIA;7.39;€/Kg.;['Frescos', 'Carne', 'Mixto'];;2022-12-31
73676;1.34;PASCUAL leche entera envase 1 lt;PASCUAL;1.34;€/l.;['Despensa', 'Lácteos y huevos', 'Leche'];;2022-12-31
244234;2.59;ORTIZ pan tostado tradicional paquete 324 gr;ORTIZ;7.99;€/Kg.;['Despensa', 'Pan', 'Biscotes'];;2022-12-31
277773;1.09;DIA ZUMOSFERA néctar de piña envase 1 lt;DIA ZUMOSFERA;1.09;€/l.;['Bebidas', 'Zumos'];;2022-12-31
87057;3.09;MARDEL dulce de leche frasco 450 gr;MARDEL;6.87;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cacao y cremas de cacao'];;2022-12-31
26327;1.79;DIA SUPER PACO abrillantador para lavavajillas máquina botella 1 lt;DIA SUPER PACO;1.79;€/l.;['Cuidado del hogar', 'Lavavajillas'];;2022-12-31
198528;2.69;FLORETTE ensalada de pasta y rúcula tarrina 320 gr;FLORETTE;8.41;€/Kg.;['Platos preparados', 'Ensaladas'];;2022-12-31
150843;0.69;CAPRI-SUN zumo de naranja envase 200 ml;CAPRI;3.45;€/l.;['Bebidas', 'Zumos'];;2022-12-31
227141;1.05;DIA esponja con fibra verde 3 uds;DIA;0.35;€/ud.;['Cuidado del hogar', 'Utensilios de limpieza'];;2022-12-31
74722;1.65;ASTURIANA leche desnatada botella 1.5 lt;ASTURIANA;1.1;€/l.;['Despensa', 'Lácteos y huevos', 'Leche'];;2022-12-31
101720;1.35;LUENGO garbanzos cocidos frasco 400 gr;LUENGO;3.38;€/Kg.;['Despensa', 'Arroz y legumbres', 'Legumbres'];;2022-12-31
250333;2.69;NATURE VALLEY barrita de cereales crunchy avena y miel caja 210 gr;NATURE VALLEY;12.81;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cereales'];;2022-12-31
122969;4.89;DOLCE GUSTO cortado espresso macchiato 16 cápsulas caja 100 gr;DOLCE GUSTO;0.31;€/ud.;['Despensa', 'Desayunos y dulces', 'Café'];;2022-12-31
290037;3.79;VERNEL suavizante concentrado aromaterapia lirio botella 70 lv;VERNEL;0.05;€/Lavado;['Cuidado del hogar', 'Cuidado de la ropa'];;2022-12-31
273731;2.19;DIA NUESTRA ALACENA pechuga de pavo bajo en sal finas lonchas envase 200 gr;DIA NUESTRA ALACENA;10.95;€/Kg.;['Frescos', 'Charcutería y quesos', 'Cocidos'];;2022-12-31
176704;17.55;PROTOS CRIANZA vino tinto crianza DO Ribera del Duero botella 75 cl;PROTOS CRIANZA;23.4;€/l.;['Bodega', 'Vino', 'Tinto'];;2022-12-31
154737;4.19;MERY fregona 100 % microfibras bolsa 1 ud;MERY;4.19;€/ud.;['Cuidado del hogar', 'Utensilios de limpieza'];;2022-12-31
30319;9.49;COCA-COLA clásica pack 12 latas 33 cl;COCA;2.4;€/l.;['Bebidas', 'Refrescos'];;2022-12-31
219103;0.95;DIA cocktail frutos secos mix fun bolsa 200 gr;DIA;4.75;€/Kg.;['Despensa', 'Aperitivos'];;2022-12-31
275251;0.79;DIA LACTEA yogur sabor plátano pack 4 unidades 125 gr;DIA LACTEA;1.58;€/Kg.;['Despensa', 'Lácteos y huevos', 'Yogures'];;2022-12-31
276691;2.19;DIA LA LLAMA papel de cocina reciclado paquete 2 uds;DIA LA LLAMA;1.1;€/ud.;['Cuidado del hogar', 'Papel'];;2022-12-31
282717;16.95;WIPP EXPRESS detergente máquina líquido limpio y liso botella 60 lv;WIPP EXPRESS;0.28;€/Lavado;['Cuidado del hogar', 'Cuidado de la ropa'];;2022-12-31
255481;10.75;DIA EL CENCERRO queso mezcla curado pieza 860 gr;DIA EL CENCERRO;12.5;€/Kg.;['Frescos', 'Charcutería y quesos', 'Quesos'];;2022-12-31
26442;3.59;DIA MARI MARINERA medallones de merluza del cabo MSC bolsa 475 gr;DIA MARI MARINERA;7.56;€/Kg.;['Congelados', 'Pescado y marisco'];;2022-12-31
270470;4.99;BODY NATUR manteca corporal de coco tarro 200 ml;BODY NATUR;24.95;€/l.;['Cuidado personal', 'Cuidado corporal', 'Hidratación corporal'];;2022-12-31
205791;0.69;DIA ZUMOSFERA zumo tropical sin azúcares añadidos envase 1 lt;DIA ZUMOSFERA;0.69;€/l.;['Bebidas', 'Zumos'];;2022-12-31
289027;1.85;TDOY AIR ambientador perlas  lima bote 110 gr;TDOY AIR;16.82;€/Kg.;['Cuidado del hogar', 'Ambientadores'];;2022-12-31
240523;1.25;ASTURIANA leche entera sin lactosa envase 1 lt;ASTURIANA;1.25;€/l.;['Despensa', 'Lácteos y huevos', 'Leche'];;2022-12-31
273843;1.2;DIA IMAQE jabón de manos líquido oliva dosificador 500 ml;DIA IMAQE;2.4;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Jabón'];;2022-12-31
267538;9.49;NIVEA naturally good crema facial de día antiedad tarro 50 ml;NIVEA;189.8;€/l.;['Cuidado personal', 'Cuidado corporal', 'Crema facial'];;2022-12-31
231658;1.89;BONTE champú cabello graso dosificador 750 ml;BONTE;2.52;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Champús'];;2022-12-31
186097;2.85;DIA BÍFIDUS cremoso de higo. ciruela. fresa y frutos del bosque pack 8 unidades 125 gr;DIA BÍFIDUS;2.85;€/Kg.;['Despensa', 'Lácteos y huevos', 'Yogures'];;2022-12-31
198131;3.19;NB PALMOLIVE gel de ducha leche y miel bote 550 ml;NB PALMOLIVE;4.91;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Geles de duchas y esponjas'];;2022-12-31
238826;2.75;GLADE BY BRISE ambientador absorbeolores aroma lavanda 1 ud;GLADE BY BRISE;2.75;€/ud.;['Cuidado del hogar', 'Ambientadores'];;2022-12-31
261348;2.49;SELECCIÓN DE DIA mini hamburguesas de pollo bandeja 8 uds 280 gr;SELECCIÓN DE DIA;8.89;€/Kg.;['Frescos', 'Carne', 'Pollo'];;2022-12-31
286145;1.79;KELSIA quitaesmalte acetona pura bote 200 ml;KELSIA;8.95;€/l.;['Cuidado personal', 'Cuidado corporal', 'Cosmética'];;2022-12-31
57900;9.99;SMIRNOFF vodka botella 70 cl;SMIRNOFF;14.27;€/l.;['Bodega', 'Alcoholes', 'Vodka'];;2022-12-31
280092;0.45;DIA RAMBLERS cerveza 100% malta lata 33 cl;DIA RAMBLERS;1.36;€/l.;['Bebidas', 'Cervezas', 'Especiales'];;2022-12-31
262263;2.8;ROYAL gelatina sabor limón caja 114 gr;ROYAL;24.56;€/Kg.;['Despensa', 'Desayunos y dulces', 'Preparación de postres'];;2022-12-31
82047;1.05;DIA cayena molida frasco 40 gr;DIA;26.25;€/Kg.;['Despensa', 'Sal y especias'];;2022-12-31
263722;2.99;CAMPO CURERO vino tinto roble DO Toro botella 75 cl;CAMPO CURERO;3.99;€/l.;['Bodega', 'Vino', 'Tinto'];;2022-12-31
101750;2.39;NOCILLA Duo crema de cacao vaso 180 gr;NOCILLA;13.28;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cacao y cremas de cacao'];;2022-12-31
242982;3.95;KELLOGGS cereales unicorn froot loops caja 375 gr;KELLOGGS;10.53;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cereales'];;2022-12-31
267140;2.19;DIA AL PUNTO quinoa con verduras bolsa 400 gr;DIA AL PUNTO;5.48;€/Kg.;['Congelados', 'Precocinados'];;2022-12-31
284682;8.99;GILLETTE Venus maquinilla confortglide spa breeze blíster 1 ud;GILLETTE;8.99;€/ud.;['Cuidado personal', 'Depilación'];;2022-12-31
104006P6;10.74;PASCUAL leche desnatada calcio envase 1 lt PACK 6;PASCUAL;1.79;€/l.;['Despensa', 'Lácteos y huevos', 'Leche'];;2022-12-31
288046;2.29;ARLA FOODS queso protein cottage tarrina 200 gr;ARLA FOODS;11.45;€/Kg.;['Frescos', 'Charcutería y quesos', 'Quesos'];;2022-12-31
114553;1.89;DULCESOL bocaditos paquete 370 gr;DULCESOL;5.11;€/Kg.;['Despensa', 'Desayunos y dulces', 'Bollería'];;2022-12-31
278213;1.79;TRIDENT chicle 60 minutos sabor hierbabuena bolsa 60 gr;TRIDENT;29.83;€/Kg.;['Despensa', 'Desayunos y dulces', 'Caramelos. chicles y golosinas'];;2022-12-31
265578;2.25;BIOTEN crema de manos SOS concentrada tubo 50 ml;BIOTEN;45.0;€/l.;['Cuidado personal', 'Cuidado corporal', 'Cuidado de manos y pies'];;2022-12-31
198412;0.59;Papel regalo fantasía rollo 2 m;;0.3;€/m.0,50 €/m.;['Cuidado del hogar', 'Bazar'];;2022-12-31
254975;8.15;L'OR café Colombia caja 20 cápsulas;L;0.41;€/ud.;['Despensa', 'Desayunos y dulces', 'Café'];;2022-12-31
285656;2.55;FLORBU galletas integrales sin azúcares añadidos bolsa 350 gr;FLORBU;7.29;€/Kg.;['Despensa', 'Desayunos y dulces', 'Galletas'];;2022-12-31
22142;1.25;BONTE seda dental menta y cera caja 50 metros;BONTE;1.25;€/ud.;['Cuidado personal', 'Cuidado bucal'];;2022-12-31
56021;2.99;CASA TARRADELLAS pizza carbonara envase 400 gr;CASA TARRADELLAS;7.48;€/Kg.;['Platos preparados', 'Pizzas refrigeradas'];;2022-12-31
277504;2.55;BONNE MAMAN confitura de melocotón frasco 370 gr;BONNE MAMAN;6.89;€/Kg.;['Despensa', 'Desayunos y dulces', 'Mermeladas. miel y frutas en almíbar'];;2022-12-31
275799;1.59;GOURMET CAZORLA paté de olivada tarro 110 gr;GOURMET CAZORLA;14.45;€/Kg.;['Despensa', 'Patés y foies'];;2022-12-31
127851;1.35;DIA masa quebrada rollo 230 gr;DIA;5.87;€/Kg.;['Despensa', 'Pastas. harinas y masas', 'Masas y hojaldres'];;2022-12-31
125714;2.89;GRANINI zumo de tomate botella 1 lt;GRANINI;2.89;€/l.;['Bebidas', 'Zumos'];;2022-12-31
48170;2.89;LA TOJA espuma de afeitar clásica spray 300 ml;LA TOJA;9.63;€/l.;['Cuidado personal', 'Afeitado'];;2022-12-31
37614;5.45;GARCIA BAQUERO queso curado ya cortado pieza 250 g;GARCIA BAQUERO;21.8;€/Kg.;['Frescos', 'Charcutería y quesos', 'Quesos'];;2022-12-31
175187;3.69;PROCELI wafer chocolate SIN GLUTEN caja 100 gr;PROCELI;36.9;€/Kg.;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];;2022-12-31
273262;4.15;VITAKRAFT alimento para gatos con pescado caja 6 x 85 gr;VITAKRAFT;8.14;€/Kg.;['Mascotas', 'Gatos'];;2022-12-31
263608;1.2;SAN BENEDETTO Enjoy refresco tropical sin gas botella 1.5 lt;SAN BENEDETTO;0.8;€/l.;['Bebidas', 'Refrescos'];;2022-12-31
280179;1.09;TROLLI golosinas pulpos pica pica bolsa 100 gr;TROLLI;10.9;€/Kg.;['Despensa', 'Desayunos y dulces', 'Caramelos. chicles y golosinas'];;2022-12-31
189658;1.65;EL PASTOR DE LA POLVOROSA queso de vaca rulo madurado envase 140 gr;EL PASTOR DE LA POLVOROSA;11.79;€/Kg.;['Frescos', 'Charcutería y quesos', 'Quesos'];;2022-12-31
233338;3.79;SENSODYNE cepillo dental multicare medio blíster 2 uds;SENSODYNE;3.79;€/ud.;['Cuidado personal', 'Cuidado bucal'];;2022-12-31
270773;4.95;GLISS mascarilla selladora cabello encrespado tarro 300 ml;GLISS;16.5;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Cuidado del cabello'];;2022-12-31
65606;2.49;ORBIT chicle grageas sabor fresa paquete 5 uds;ORBIT;0.5;€/ud.;['Despensa', 'Desayunos y dulces', 'Caramelos. chicles y golosinas'];;2022-12-31
85349;2.99;TENN limpiador con bioalcohol aloe vera botella 1.3 lt;TENN;2.3;€/l.;['Cuidado del hogar', 'Productos de limpieza', 'Hogar'];;2022-12-31
136715;2.69;M&M's con relleno de chocolate bolsa 200 gr;M;13.45;€/Kg.;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];;2022-12-31
17770;0.99;DIA VEGECAMPO macedonia de verduras frasco 325 gr;DIA VEGECAMPO;3.05;€/Kg.;['Despensa', 'Conservas', 'Conservas vegetales'];;2022-12-31
132980;2.69;GULLON zero galleta maría paquete 400 gr;GULLON;6.73;€/Kg.;['Despensa', 'Desayunos y dulces', 'Galletas'];;2022-12-31
266743;2.99;LA TOJA gel de ducha aceite de argán y avena bote 550 ml;LA TOJA;5.44;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Geles de duchas y esponjas'];;2022-12-31
202646;1.75;DIAMIR pimientos rojos pack 3 latas de 60 gr;DIAMIR;9.72;€/Kg.;['Despensa', 'Conservas', 'Conservas vegetales'];;2022-12-31
211838;10.49;AMBIPUR ambientador eléctrico aroma tatami japonés aparato + recambio 1 ud;AMBIPUR;10.49;€/ud.;['Cuidado del hogar', 'Ambientadores'];;2022-12-31
189181;1.79;AZUCARERA azúcar moreno integral en terrones caja 500 gr;AZUCARERA;3.58;€/Kg.;['Despensa', 'Desayunos y dulces', 'Azúcar y edulcorantes'];;2022-12-31
205302;3.49;EL VENTERO queso tierno original en lonchas envase 160 gr;EL VENTERO;21.81;€/Kg.;['Frescos', 'Charcutería y quesos', 'Quesos'];;2022-12-31
37161;0.99;GOURMET Gold mousse para gatos con pescado tarro 85 gr;GOURMET;11.65;€/Kg.;['Mascotas', 'Gatos'];;2022-12-31
29778;2.69;BIMBO pan de molde formato familiar bolsa 700 gr;BIMBO;3.84;€/Kg.;['Despensa', 'Pan', 'Pan de molde'];;2022-12-31
5796;4.55;VILEDA palo rojo universal 1 ud;VILEDA;4.55;€/ud.;['Cuidado del hogar', 'Utensilios de limpieza'];;2022-12-31
187984;1.39;CARMENCITA hojas de laurel bolsa 8 gr;CARMENCITA;173.75;€/Kg.;['Despensa', 'Sal y especias'];;2022-12-31
279915;3.99;NUCHAR bacalao ahumado envase 80 gr;NUCHAR;49.88;€/Kg.;['Frescos', 'Pescado y marisco', 'Ahumados y salazones'];;2022-12-31
20002;1.49;Brócoli pieza 500 gr;;2.98;€/Kg.;['Frescos', 'Verduras y hortalizas', 'Brócolis y coliflores'];;2022-12-31
33665;2.25;BONTE aceite corporal aloe vera bote 500 ml;BONTE;4.5;€/l.;['Cuidado personal', 'Cuidado corporal', 'Hidratación corporal'];;2022-12-31
216477;2.65;CARRETILLA macarrones a la boloñesa bandeja 325 gr;CARRETILLA;8.15;€/Kg.;['Platos preparados', 'Pastas y arroces'];;2022-12-31
6453;2.4;ROYAL preparado para flan contiene caramelo líquido caja 233 gr;ROYAL;10.32;€/Kg.;['Despensa', 'Desayunos y dulces', 'Preparación de postres'];;2022-12-31
290516;1.2;KNOPPERS barrita nutbar paquete 40 gr;KNOPPERS;30.0;€/Kg.;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];;2022-12-31
121677;1.89;PULEVA leche omega 3 con nueces envase 1 lt;PULEVA;1.89;€/l.;['Despensa', 'Lácteos y huevos', 'Leche'];;2022-12-31
57005;2.79;DIA guisantes con zanahorias pack 3 latas 130 gr;DIA;7.15;€/Kg.;['Despensa', 'Conservas', 'Conservas vegetales'];;2022-12-31
269283;3.49;ELVIVE champú full resist fortificante cabello frágil bote 285 ml;ELVIVE;12.25;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Champús'];;2022-12-31
46244;3.69;VIÑA ALBALI vino tinto reserva DO Valdepeñas botella 75 cl;VIÑA ALBALI;4.92;€/l.;['Bodega', 'Vino', 'Tinto'];;2022-12-31
250632;3.29;OLD EL PASO tortillas mexicanas SIN GLUTEN paquete 6 uds 216 gr;OLD EL PASO;15.23;€/Kg.;['Despensa', 'Cocina internacional', 'Mejicana'];;2022-12-31
278475;1.65;LOS SABORES DE LA ESTEBAN patatas fritas a la sartén bolsa 130 gr;LOS SABORES DE LA ESTEBAN;12.69;€/Kg.;['Despensa', 'Aperitivos'];;2022-12-31
246883;2.65;BONTE crema corporal iluminadora tarro 200 ml;BONTE;13.25;€/l.;['Cuidado personal', 'Cuidado corporal', 'Hidratación corporal'];;2022-12-31
240925;3.39;WEIDER barritas de proteínas sabor avellanas caja 3 uds;WEIDER;32.29;€/Kg.;['Despensa', 'Dietéticos', 'Complementos nutricionales'];;2022-12-31
230731;2.89;BONTE tampón con aplicador silk normal caja 20 uds;BONTE;0.14;€/ud.;['Cuidado personal', 'Cuidado íntimo'];;2022-12-31
272367;6.79;DIA GLADIADOR brandy de Jerez solera botella 70 cl;DIA GLADIADOR;9.7;€/l.;['Bodega', 'Alcoholes', 'Brandy'];;2022-12-31
280089;0.55;DIA RAMBLERS cerveza tostada lata 33 cl;DIA RAMBLERS;1.67;€/l.;['Bebidas', 'Cervezas', 'Especiales'];;2022-12-31
50304;2.35;CAREFREE protege slipss flexiform paquete 30 ud;CAREFREE;0.08;€/ud.;['Cuidado personal', 'Cuidado íntimo'];;2022-12-31
274616;3.29;DIA AL PUNTO gyozas de langostino al teppanyaki bandeja 8 uds 140 gr;DIA AL PUNTO;23.5;€/Kg.;['Platos preparados', 'Croquetas y aperitivos'];;2022-12-31
267141;2.59;DIA AL PUNTO arroz tres delicias bolsa 850 gr;DIA AL PUNTO;3.05;€/Kg.;['Congelados', 'Precocinados'];;2022-12-31
113509;2.25;SANEX desodorante dermo extra control roll on 50 ml;SANEX;45.0;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Desodorantes'];;2022-12-31
188385;7.59;CARBONELL aceite de oliva intenso 1º botella 1 lt;CARBONELL;7.59;€/l.;['Despensa', 'Aceites. vinagres y aliños', 'Aceites'];;2022-12-31
217210;2.09;BONTE champú anticaspa 2 en 1 todo tipo de cabellos bote 500 ml;BONTE;4.18;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Champús'];;2022-12-31
181257;1.89;DULCESOL magdalena valenciana bolsa 350 gr;DULCESOL;5.4;€/Kg.;['Despensa', 'Desayunos y dulces', 'Bollería'];;2022-12-31
282872;5.99;JUST SPICES mix para porridge bote 55 gr;JUST SPICES;108.91;€/Kg.;['Despensa', 'Sal y especias'];;2022-12-31
105;4.99;DIA ALMAZARA DEL OLIVAR aceite de oliva intenso botella 1 lt;DIA ALMAZARA DEL OLIVAR;4.99;€/l.;['Despensa', 'Aceites. vinagres y aliños', 'Aceites'];;2022-12-31
111055;1.19;DIA VEGECAMPO pisto con aceite de oliva frasco 350 gr;DIA VEGECAMPO;3.4;€/Kg.;['Despensa', 'Salsas', 'Tomate'];;2022-12-31
279734;3.29;EL VENTERO queso tierno ya cortado cuña 200 gr;EL VENTERO;16.45;€/Kg.;['Frescos', 'Charcutería y quesos', 'Quesos'];;2022-12-31
261241;3.99;SELECCIÓN DE DIA preparado de carne picada de cerdo y vacuno bandeja 500 gr;SELECCIÓN DE DIA;7.98;€/Kg.;['Frescos', 'Carne', 'Mixto'];;2022-12-31
258933;2.35;FONTANEDA galletas digestive finas con chocolate negro caja 170 gr;FONTANEDA;13.82;€/Kg.;['Despensa', 'Desayunos y dulces', 'Galletas'];;2022-12-31
149267;4.09;VILEDA bayeta microfibra multiusos paquete 2 uds;VILEDA;2.05;€/ud.;['Cuidado del hogar', 'Utensilios de limpieza'];;2022-12-31
30706;3.59;CALVO mejillones en escabeche 8/12 piezas lata 69 gr;CALVO;52.03;€/Kg.;['Despensa', 'Conservas', 'Conservas de pescado'];;2022-12-31
282395;2.05;TRAPA bombones white caja 105 gr;TRAPA;19.52;€/Kg.;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];;2022-12-31
264390;5.39;GLISS mascarilla nutritiva protein 4 en 1 cabello seco tarro 400 ml;GLISS;13.48;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Cuidado del cabello'];;2022-12-31
120825;1.19;TOSFRIT apetinas ketchup bolsa 90GRS;TOSFRIT;13.22;€/Kg.;['Despensa', 'Aperitivos'];;2022-12-31
280358;5.19;DANI berberechos al natural 35/45 piezas lata 63 gr;DANI;82.38;€/Kg.;['Despensa', 'Conservas', 'Conservas de pescado'];;2022-12-31
189027;1.75;HIDA cebolla frita pack 2 latas 155 gr;HIDA;5.65;€/Kg.;['Despensa', 'Conservas', 'Conservas vegetales'];;2022-12-31
6630;1.75;DIA AL PUNTO albóndigas lata 415 gr;DIA AL PUNTO;4.17;€/Kg.;['Despensa', 'Conservas', 'Conservas de carne'];;2022-12-31
252286;1.39;BOYA chicharrillos en aceite vegetal lata 83 gr;BOYA;16.75;€/Kg.;['Despensa', 'Conservas', 'Conservas de pescado'];;2022-12-31
280403;2.99;LOYEV berenjena con carne gratinada bandeja 300 gr;LOYEV;9.97;€/Kg.;['Platos preparados', 'Verduras'];;2022-12-31
252597;1.05;BONTE preservativos sensitive up caja 3 uds;BONTE;1.05;€/ud.;['Cuidado personal', 'Salud sexual'];;2022-12-31
175089;1.09;BONTE acondicionador familiar botella 1 lt;BONTE;1.09;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Cuidado del cabello'];;2022-12-31
289863;1.69;DON SIMON néctar de mango premium botella 1 lt;DON SIMON;1.69;€/l.;['Bebidas', 'Zumos'];;2022-12-31
291397;3.29;FINDUS nuggets de pescado extracrujientes caja 245 gr;FINDUS;13.43;€/Kg.;['Congelados', 'Pescado y marisco'];;2022-12-31
530;0.75;GALLINA BLANCA sopa de pollo con fideos sobre 71 gr;GALLINA BLANCA;10.56;€/Kg.;['Despensa', 'Sopas', 'Sopas'];;2022-12-31
291078;1.49;VERLEAL ajo picado bolsa 125 gr;VERLEAL;11.92;€/Kg.;['Congelados', 'Verduras y hortalizas'];;2022-12-31
205513;1.45;LACASITOS chocolate blanco con lacasitos tableta 100 gr;LACASITOS;14.5;€/Kg.;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];;2022-12-31
227416;2.99;GARNIER Skin active mascarilla facial hydra bomb sachet 1 ud;GARNIER;2.99;€/ud.;['Cuidado personal', 'Cuidado corporal', 'Crema facial'];;2022-12-31
57466;1.35;DIA VEGECAMPO cardo frasco 400 gr;DIA VEGECAMPO;3.38;€/Kg.;['Despensa', 'Conservas', 'Conservas vegetales'];;2022-12-31
119604;1.7;DIA SNACK MANIAC cacahuete con cáscara sin sal bolsa 400 gr;DIA SNACK MANIAC;4.25;€/Kg.;['Despensa', 'Aperitivos'];;2022-12-31
43867;0.39;DIA UPSS refresco de naranja lata 33 cl;DIA UPSS;1.18;€/l.;['Bebidas', 'Refrescos'];;2022-12-31
283042;2.49;FELIX alimento para gatos fantastic sabor carne bolsa 4 pack x 85 gr;FELIX;7.32;€/Kg.;['Mascotas', 'Gatos'];;2022-12-31
272028;3.55;DIA IMAQE Naturals agua micelar bote 200 ml;DIA IMAQE;17.75;€/l.;['Cuidado personal', 'Cuidado corporal', 'Limpieza facial'];;2022-12-31
103004;14.39;BARCELO ron añejo botella 70 cl;BARCELO;20.56;€/l.;['Bodega', 'Alcoholes', 'Ron'];;2022-12-31
188647;1.35;MILKA chocolate con leche y avellanas tableta 100 gr;MILKA;13.5;€/Kg.;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];;2022-12-31
280409;10.99;COLON detergente máquina en polvo maleta 50 lavados;COLON;0.22;€/Lavado;['Cuidado del hogar', 'Cuidado de la ropa'];;2022-12-31
284423;14.99;GILLETTE maquinilla de afeitar fusion proglide blíster 1 ud;GILLETTE;14.99;€/ud.;['Cuidado personal', 'Afeitado'];;2022-12-31
194711;1.05;FINI golosinas jelly cola bolsa 100 gr;FINI;10.5;€/Kg.;['Despensa', 'Desayunos y dulces', 'Caramelos. chicles y golosinas'];;2022-12-31
216;1.19;NESTLE chocolate con leche extrafino tableta 125 gr;NESTLE;9.52;€/Kg.;['Despensa', 'Desayunos y dulces', 'Chocolates y bombones'];;2022-12-31
275359;10.55;CHINCHÓN licor de anís dulce botella 1 lt;CHINCHÓN;10.55;€/l.;['Bodega', 'Licores', 'Anís'];;2022-12-31
187257;3.25;GUTARRA cardo troceado frasco 400 gr;GUTARRA;8.13;€/Kg.;['Despensa', 'Conservas', 'Conservas vegetales'];;2022-12-31
284237;1.05;HARIBO golosinas ositos de oro fresas mix bolsa 100 gr;HARIBO;10.5;€/Kg.;['Despensa', 'Desayunos y dulces', 'Caramelos. chicles y golosinas'];;2022-12-31
272514;1.69;DIA FIDIAS yogur griego con lima y limón pack 4 unidades 125 gr;DIA FIDIAS;3.38;€/Kg.;['Despensa', 'Lácteos y huevos', 'Yogures'];;2022-12-31
219916;1.79;HELLMANN'S gran mayonesa frasco 225 ml;HELLMANN;7.96;€/l.;['Despensa', 'Salsas', 'Mayonesa y otras salsas'];;2022-12-31
249986;1.25;MIDEL cono chuches celebración SIN GLUTEN bolsa 70 gr;MIDEL;1.25;€/ud.;['Despensa', 'Desayunos y dulces', 'Caramelos. chicles y golosinas'];;2022-12-31
55338;6.99;TIO PEPE vino fino seco DO Jerez botella 75 cl;TIO PEPE;9.32;€/l.;['Bodega', 'Vino', 'Generoso y dulce'];;2022-12-31
60069;1.39;BRILLANTE arroz basmati vaso 2 x 125 gr;BRILLANTE;5.56;€/Kg.;['Despensa', 'Arroz y legumbres', 'Arroz'];;2022-12-31
11641;1.99;LAY'S patatas fritas al punto de sal bolsa 160 gr;LAY;12.44;€/Kg.;['Despensa', 'Aperitivos'];;2022-12-31
139899;2.14;TIGEX peine y cepillo infantil envase 1 ud (diferentes colores);TIGEX;2.14;€/ud.4,29 €/ud.;['Bebé', 'Cuidado del bebé'];;2022-12-31
